Mots conjugués;Infinitif
réside;résider
résides;résider
réside;résider
résidons;résider
résidez;résider
résident;résider
résous;résoudre
résous;résoudre
résout;résoudre
résolvons;résoudre
résolvez;résoudre
résolvent;résoudre
ressuscite;réssusciter
ressuscites;réssusciter
ressuscite;réssusciter
ressuscitons;réssusciter
ressuscitez;réssusciter
ressuscitent;réssusciter
réussis;réussir
réussis;réussir
réussit;réussir
réussissons;réussir
réussissez;réussir
réussissent;réussir
réutilise;réutiliser
réutilises;réutiliser
réutilise;réutiliser
réutilisons;réutiliser
réutilisez;réutiliser
réutilisent;réutiliser
réveille;réveiller
réveilles;réveiller
réveille;réveiller
réveillons;réveiller
réveillez;réveiller
réveillent;réveiller
révise;réviser
révises;réviser
révise;réviser
révisons;réviser
révisez;réviser
révisent;réviser
réécris;réécrire
réécris;réécrire
réécrit;réécrire
réécrivons;réécrire
réécrivez;réécrire
réécrivent;réécrire
rééduque;rééduquer
rééduques;rééduquer
rééduque;rééduquer
rééduquons;rééduquer
rééduquez;rééduquer
rééduquent;rééduquer
rêvasse;rêvasser
rêvasses;rêvasser
rêvasse;rêvasser
rêvassons;rêvasser
rêvassez;rêvasser
rêvassent;rêvasser
rêve;rêver
rêves;rêver
rêve;rêver
rêvons;rêver
rêvez;rêver
rêvent;rêver
rôtis;rôtir
rôtis;rôtir
rôtit;rôtir
rôtissons;rôtir
rôtissez;rôtir
rôtissent;rôtir
m'accroupis;s'accroupir
t'accroupis;s'accroupir
s'accroupit;s'accroupir
nous accroupissons;s'accroupir
vous accroupissez;s'accroupir
s'accroupissent;s'accroupir
m'accuse;s'accuser
t'accuses;s'accuser
s'accuse;s'accuser
nous accusons;s'accuser
vous accusez;s'accuser
s'accusent;s'accuser
m'agenouille;s'agenouiller
t'agenouilles;s'agenouiller
s'agenouille;s'agenouiller
nous agenouillons;s'agenouiller
vous agenouillez;s'agenouiller
s'agenouillent;s'agenouiller
m'allonge;s'allonger
t'allonges;s'allonger
s'allonge;s'allonger
nous allongeons;s'allonger
vous allongez;s'allonger
s'allongent;s'allonger
m'amuse;s'amuser
t'amuses;s'amuser
s'amuse;s'amuser
nous amusons;s'amuser
vous amusez;s'amuser
s'amusent;s'amuser
m'apaise;s'apaiser
t'apaises;s'apaiser
s'apaise;s'apaiser
nous apaisons;s'apaiser
vous apaisez;s'apaiser
s'apaisent;s'apaiser
m'appuie;s'appuyer
t'appuies;s'appuyer
s'appuie;s'appuyer
nous appuyons;s'appuyer
vous appuyez;s'appuyer
s'appuient;s'appuyer
m'assois;s'asseoir
t'assois;s'asseoir
s'assoit;s'asseoir
nous assoyons;s'asseoir
vous assoyez;s'asseoir
s'assoient;s'asseoir
m'assois;s'assoir
t'assois;s'assoir
s'assoit;s'assoir
nous assoyons;s'assoir
vous assoyez;s'assoir
s'assoient;s'assoir
m'authentifie;s'authentifier
t'authentifies;s'authentifier
s'authentifie;s'authentifier
nous authentifions;s'authentifier
vous authentifiez;s'authentifier
s'authentifient;s'authentifier
m'effondre;s'effondrer
t'effondres;s'effondrer
s'effondre;s'effondrer
nous effondrons;s'effondrer
vous effondrez;s'effondrer
s'effondrent;s'effondrer
m'embourbe;s'embourber
t'embourbes;s'embourber
s'embourbe;s'embourber
nous embourbons;s'embourber
vous embourbez;s'embourber
s'embourbent;s'embourber
m'en vais;s'en aller
t'en vas;s'en aller
s'en va;s'en aller
nous en allons;s'en aller
vous en allez;s'en aller
s'en vont;s'en aller
m'enfuis;s'enfuir
t'enfuis;s'enfuir
s'enfuit;s'enfuir
nous enfuyons;s'enfuir
vous enfuyez;s'enfuir
s'enfuient;s'enfuir
m'enivre;s'enivrer
t'enivres;s'enivrer
s'enivre;s'enivrer
nous enivrons;s'enivrer
vous enivrez;s'enivrer
s'enivrent;s'enivrer
m'enlise;s'enliser
t'enlises;s'enliser
s'enlise;s'enliser
nous enlisons;s'enliser
vous enlisez;s'enliser
s'enlisent;s'enliser
m'ennuie;s'ennuyer
t'ennuies;s'ennuyer
s'ennuie;s'ennuyer
nous ennuyons;s'ennuyer
vous ennuyez;s'ennuyer
s'ennuient;s'ennuyer
m'enregistre;s'enregistrer
t'enregistres;s'enregistrer
s'enregistre;s'enregistrer
nous enregistrons;s'enregistrer
vous enregistrez;s'enregistrer
s'enregistrent;s'enregistrer
m'entraîne;s'entraîner
t'entraînes;s'entraîner
s'entraîne;s'entraîner
nous entraînons;s'entraîner
vous entraînez;s'entraîner
s'entraînent;s'entraîner
m'envole;s'envoler
t'envoles;s'envoler
s'envole;s'envoler
nous envolons;s'envoler
vous envolez;s'envoler
s'envolent;s'envoler
m'essuie;s'essuyer
t'essuies;s'essuyer
s'essuie;s'essuyer
nous essuyons;s'essuyer
vous essuyez;s'essuyer
s'essuient;s'essuyer
m'exclame;s'exclamer
t'exclames;s'exclamer
s'exclame;s'exclamer
nous exclamons;s'exclamer
vous exclamez;s'exclamer
s'exclament;s'exclamer
m'habille;s'habiller
t'habilles;s'habiller
s'habille;s'habiller
nous habillons;s'habiller
vous habillez;s'habiller
s'habillent;s'habiller
m'hydrate;s'hydrater
t'hydrates;s'hydrater
s'hydrate;s'hydrater
nous hydratons;s'hydrater
vous hydratez;s'hydrater
s'hydratent;s'hydrater
m'inquiète;s'inquiéter
t'inquiètes;s'inquiéter
s'inquiète;s'inquiéter
nous inquiétons;s'inquiéter
vous inquiétez;s'inquiéter
s'inquiètent;s'inquiéter
m'inscris;s'inscrire
t'inscris;s'inscrire
s'inscrit;s'inscrire
nous inscrivons;s'inscrire
vous inscrivez;s'inscrire
s'inscrivent;s'inscrire
m'intéresse;s'intéresser
t'intéresses;s'intéresser
s'intéresse;s'intéresser
nous intéressons;s'intéresser
vous intéressez;s'intéresser
s'intéressent;s'intéresser
m'occupe;s'occuper
t'occupes;s'occuper
s'occupe;s'occuper
nous occupons;s'occuper
vous occupez;s'occuper
s'occupent;s'occuper
m'oppose;s'opposer
t'opposes;s'opposer
s'oppose;s'opposer
nous opposons;s'opposer
vous opposez;s'opposer
s'opposent;s'opposer
m'oriente;s'orienter
t'orientes;s'orienter
s'oriente;s'orienter
nous orientons;s'orienter
vous orientez;s'orienter
s'orientent;s'orienter
m'échappe;s'échapper
t'échappes;s'échapper
s'échappe;s'échapper
nous échappons;s'échapper
vous échappez;s'échapper
s'échappent;s'échapper
m'écrase;s'écraser
t'écrases;s'écraser
s'écrase;s'écraser
nous écrasons;s'écraser
vous écrasez;s'écraser
s'écrasent;s'écraser
m'éloigne;s'éloigner
t'éloignes;s'éloigner
s'éloigne;s'éloigner
nous éloignons;s'éloigner
vous éloignez;s'éloigner
s'éloignent;s'éloigner
m'énerve;s'énerver
t'énerves;s'énerver
s'énerve;s'énerver
nous énervons;s'énerver
vous énervez;s'énerver
s'énervent;s'énerver
m'épuise;s'épuiser
t'épuises;s'épuiser
s'épuise;s'épuiser
nous épuisons;s'épuiser
vous épuisez;s'épuiser
s'épuisent;s'épuiser
m'étire;s'étirer
t'étires;s'étirer
s'étire;s'étirer
nous étirons;s'étirer
vous étirez;s'étirer
s'étirent;s'étirer
m'évapore;s'évaporer
t'évapores;s'évaporer
s'évapore;s'évaporer
nous évaporons;s'évaporer
vous évaporez;s'évaporer
s'évaporent;s'évaporer
saisis;saisir
saisis;saisir
saisit;saisir
saisissons;saisir
saisissez;saisir
saisissent;saisir
sale;saler
sales;saler
sale;saler
salons;saler
salez;saler
salent;saler
salis;salir
salis;salir
salit;salir
salissons;salir
salissez;salir
salissent;salir
salive;saliver
salives;saliver
salive;saliver
salivons;saliver
salivez;saliver
salivent;saliver
salue;saluer
salues;saluer
salue;saluer
saluons;saluer
saluez;saluer
saluent;saluer
saupoudre;saupoudrer
saupoudres;saupoudrer
saupoudre;saupoudrer
saupoudrons;saupoudrer
saupoudrez;saupoudrer
saupoudrent;saupoudrer
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
saute;sauter
sautes;sauter
saute;sauter
sautons;sauter
sautez;sauter
sautent;sauter
sauve;sauver
sauves;sauver
sauve;sauver
sauvons;sauver
sauvez;sauver
sauvent;sauver
sais;savoir
sais;savoir
sait;savoir
savons;savoir
savez;savoir
savent;savoir
savonne;savonner
savonnes;savonner
savonne;savonner
savonnons;savonner
savonnez;savonner
savonnent;savonner
scie;scier
scies;scier
scie;scier
scions;scier
sciez;scier
scient;scier
scrute;scruter
scrutes;scruter
scrute;scruter
scrutons;scruter
scrutez;scruter
scrutent;scruter
sculpte;sculpter
sculptes;sculpter
sculpte;sculpter
sculptons;sculpter
sculptez;sculpter
sculptent;sculpter
me bagarre;se bagarrer
te bagarres;se bagarrer
se bagarre;se bagarrer
nous bagarrons;se bagarrer
vous bagarrez;se bagarrer
se bagarrent;se bagarrer
me baigne;se baigner
te baignes;se baigner
se baigne;se baigner
nous baignons;se baigner
vous baignez;se baigner
se baignent;se baigner
me baisse;se baisser
te baisses;se baisser
se baisse;se baisser
nous baissons;se baisser
vous baissez;se baisser
se baissent;se baisser
me balade;se balader
te balades;se balader
se balade;se balader
nous baladons;se balader
vous baladez;se balader
se baladent;se balader
me balance;se balancer
te balances;se balancer
se balance;se balancer
nous balançons;se balancer
vous balancez;se balancer
se balancent;se balancer
me bats;se battre
te bats;se battre
se bat;se battre
nous battons;se battre
vous battez;se battre
se battent;se battre
me cache;se cacher
te caches;se cacher
se cache;se cacher
nous cachons;se cacher
vous cachez;se cacher
se cachent;se cacher
me calme;se calmer
te calmes;se calmer
se calme;se calmer
nous calmons;se calmer
vous calmez;se calmer
se calment;se calmer
me chamaille;se chamailler
te chamailles;se chamailler
se chamaille;se chamailler
nous chamaillons;se chamailler
vous chamaillez;se chamailler
se chamaillent;se chamailler
me chausse;se chausser
te chausses;se chausser
se chausse;se chausser
nous chaussons;se chausser
vous chaussez;se chausser
se chaussent;se chausser
me cogne;se cogner
te cognes;se cogner
se cogne;se cogner
nous cognons;se cogner
vous cognez;se cogner
se cognent;se cogner
me coiffe;se coiffer
te coiffes;se coiffer
se coiffe;se coiffer
nous coiffons;se coiffer
vous coiffez;se coiffer
se coiffent;se coiffer
me condense;se condenser
te condenses;se condenser
se condense;se condenser
nous condensons;se condenser
vous condensez;se condenser
se condensent;se condenser
me confesse;se confesser
te confesses;se confesser
se confesse;se confesser
nous confessons;se confesser
vous confessez;se confesser
se confessent;se confesser
me connecte;se connecter
te connectes;se connecter
se connecte;se connecter
nous connectons;se connecter
vous connectez;se connecter
se connectent;se connecter
me couche;se coucher
te couches;se coucher
se couche;se coucher
nous couchons;se coucher
vous couchez;se coucher
se couchent;se coucher
me coupe;se couper
te coupes;se couper
se coupe;se couper
nous coupons;se couper
vous coupez;se couper
se coupent;se couper
me couvre;se couvrir
te couvres;se couvrir
se couvre;se couvrir
nous couvrons;se couvrir
vous couvrez;se couvrir
se couvrent;se couvrir
me demande;se demander
te demandes;se demander
se demande;se demander
nous demandons;se demander
vous demandez;se demander
se demandent;se demander
me dispute;se disputer
te disputes;se disputer
se dispute;se disputer
nous disputons;se disputer
vous disputez;se disputer
se disputent;se disputer
me douche;se doucher
te douches;se doucher
se douche;se doucher
nous douchons;se doucher
vous douchez;se doucher
se douchent;se doucher
me drogue;se droguer
te drogues;se droguer
se drogue;se droguer
nous droguons;se droguer
vous droguez;se droguer
se droguent;se droguer
me déconnecte;se déconnecter
te déconnectes;se déconnecter
se déconnecte;se déconnecter
nous déconnectons;se déconnecter
vous déconnectez;se déconnecter
se déconnectent;se déconnecter
me déplace;se déplacer
te déplaces;se déplacer
se déplace;se déplacer
nous déplaçons;se déplacer
vous déplacez;se déplacer
se déplacent;se déplacer
me déshabille;se déshabiller
te déshabilles;se déshabiller
se déshabille;se déshabiller
nous déshabillons;se déshabiller
vous déshabillez;se déshabiller
se déshabillent;se déshabiller
me désinfecte;se désinfecter
te désinfectes;se désinfecter
se désinfecte;se désinfecter
nous désinfectons;se désinfecter
vous désinfectez;se désinfecter
se désinfectent;se désinfecter
me détends;se détendre
te détends;se détendre
se détend;se détendre
nous détendons;se détendre
vous détendez;se détendre
se détendent;se détendre
me développe;se développer
te développes;se développer
se développe;se développer
nous développons;se développer
vous développez;se développer
se développent;se développer
me dévêts;se dévétir
te dévêts;se dévétir
se dévêt;se dévétir
nous dévêtons;se dévétir
vous dévêtez;se dévétir
se dévêtent;se dévétir
me dévêts;se dévêtir
te dévêts;se dévêtir
se dévêt;se dévêtir
nous dévêtons;se dévêtir
vous dévêtez;se dévêtir
se dévêtent;se dévêtir
me fâche;se facher
te fâches;se facher
se fâche;se facher
nous fâchons;se facher
vous fâchez;se facher
se fâchent;se facher
me fâche;se fâcher
te fâches;se fâcher
se fâche;se fâcher
nous fâchons;se fâcher
vous fâchez;se fâcher
se fâchent;se fâcher
me gare;se garer
te gares;se garer
se gare;se garer
nous garons;se garer
vous garez;se garer
se garent;se garer
me lève;se lever
te lèves;se lever
se lève;se lever
nous levons;se lever
vous levez;se lever
se lèvent;se lever
me marie;se marier
te maries;se marier
se marie;se marier
nous marions;se marier
vous mariez;se marier
se marient;se marier
me moque;se moquer
te moques;se moquer
se moque;se moquer
nous moquons;se moquer
vous moquez;se moquer
se moquent;se moquer
me mouche;se moucher
te mouches;se moucher
se mouche;se moucher
nous mouchons;se moucher
vous mouchez;se moucher
se mouchent;se moucher
me mouille;se mouiller
te mouilles;se mouiller
se mouille;se mouiller
nous mouillons;se mouiller
vous mouillez;se mouiller
se mouillent;se mouiller
me mélange;se mélanger
te mélanges;se mélanger
se mélange;se mélanger
nous mélangeons;se mélanger
vous mélangez;se mélanger
se mélangent;se mélanger
me nourris;se nourrir
te nourris;se nourrir
se nourrit;se nourrir
nous nourrissons;se nourrir
vous nourrissez;se nourrir
se nourrissent;se nourrir
me noie;se noyer
te noies;se noyer
se noie;se noyer
nous noyons;se noyer
vous noyez;se noyer
se noient;se noyer
me parfume;se parfumer
te parfumes;se parfumer
se parfume;se parfumer
nous parfumons;se parfumer
vous parfumez;se parfumer
se parfument;se parfumer
me parle;se parler
te parles;se parler
se parle;se parler
nous parlons;se parler
vous parlez;se parler
se parlent;se parler
me peigne;se peigner
te peignes;se peigner
se peigne;se peigner
nous peignons;se peigner
vous peignez;se peigner
se peignent;se peigner
me penche;se pencher
te penches;se pencher
se penche;se pencher
nous penchons;se pencher
vous penchez;se pencher
se penchent;se pencher
me plains;se plaindre
te plains;se plaindre
se plaint;se plaindre
nous plaignons;se plaindre
vous plaignez;se plaindre
se plaignent;se plaindre
me pose;se poser
te poses;se poser
se pose;se poser
nous posons;se poser
vous posez;se poser
se posent;se poser
me promène;se promener
te promènes;se promener
se promène;se promener
nous promenons;se promener
vous promenez;se promener
se promènent;se promener
me quer;se quereller
te quer;se quereller
se querelle;se quereller
nous querellons;se quereller
vous querellez;se quereller
se querellent;se quereller
me rapproche;se rapprocher
te rapproches;se rapprocher
se rapproche;se rapprocher
nous rapprochons;se rapprocher
vous rapprochez;se rapprocher
se rapprochent;se rapprocher
me rase;se raser
te rases;se raser
se rase;se raser
nous rasons;se raser
vous rasez;se raser
se rasent;se raser
me redresse;se redresser
te redresses;se redresser
se redresse;se redresser
nous redressons;se redresser
vous redressez;se redresser
se redressent;se redresser
me relève;se relever
te relèves;se relever
se relève;se relever
nous relevons;se relever
vous relevez;se relever
se relèvent;se relever
me repose;se reposer
te reposes;se reposer
se repose;se reposer
nous reposons;se reposer
vous reposez;se reposer
se reposent;se reposer
me reproche;se reprocher
te reproches;se reprocher
se reproche;se reprocher
nous reprochons;se reprocher
vous reprochez;se reprocher
se reprochent;se reprocher
me reproduis;se reproduire
te reproduis;se reproduire
se reproduit;se reproduire
nous reproduisons;se reproduire
vous reproduisez;se reproduire
se reproduisent;se reproduire
me retourne;se retourner
te retournes;se retourner
se retourne;se retourner
nous retournons;se retourner
vous retournez;se retourner
se retournent;se retourner
me réchauffe;se réchauffer
te réchauffes;se réchauffer
se réchauffe;se réchauffer
nous réchauffons;se réchauffer
vous réchauffez;se réchauffer
se réchauffent;se réchauffer
me réjouis;se réjouir
te réjouis;se réjouir
se réjouit;se réjouir
nous réjouissons;se réjouir
vous réjouissez;se réjouir
se réjouissent;se réjouir
me réveille;se réveiller
te réveilles;se réveiller
se réveille;se réveiller
nous réveillons;se réveiller
vous réveillez;se réveiller
se réveillent;se réveiller
me savonne;se savonner
te savonnes;se savonner
se savonne;se savonner
nous savonnons;se savonner
vous savonnez;se savonner
se savonnent;se savonner
me signe;se signer
te signes;se signer
se signe;se signer
nous signons;se signer
vous signez;se signer
se signent;se signer
me soûle;se souler
te soûles;se souler
se soûle;se souler
nous soûlons;se souler
vous soûlez;se souler
se soûlent;se souler
me souviens;se souvenir
te souviens;se souvenir
se souvient;se souvenir
nous souvenons;se souvenir
vous souvenez;se souvenir
se souviennent;se souvenir
me suicide;se suicider
te suicides;se suicider
se suicide;se suicider
nous suicidons;se suicider
vous suicidez;se suicider
se suicident;se suicider
me sèche;se sécher
te sèches;se sécher
se sèche;se sécher
nous séchons;se sécher
vous séchez;se sécher
se sèchent;se sécher
me tais;se taire
te tais;se taire
se tait;se taire
nous taisons;se taire
vous taisez;se taire
se taisent;se taire
me touche;se toucher
te touches;se toucher
se touche;se toucher
nous touchons;se toucher
vous touchez;se toucher
se touchent;se toucher
me traîne;se trainer
te traînes;se trainer
se traîne;se trainer
nous traînons;se trainer
vous traînez;se trainer
se traînent;se trainer
me trempe;se tremper
te trempes;se tremper
se trempe;se tremper
nous trempons;se tremper
vous trempez;se tremper
se trempent;se tremper
me trompe;se tromper
te trompes;se tromper
se trompe;se tromper
nous trompons;se tromper
vous trompez;se tromper
se trompent;se tromper
secoue;secouer
secoues;secouer
secoue;secouer
secouons;secouer
secouez;secouer
secouent;secouer
secours;secourir
secours;secourir
secourt;secourir
secourons;secourir
secourez;secourir
secourent;secourir
sème;semer
sèmes;semer
sème;semer
semons;semer
semez;semer
sèment;semer
sensibilise;sensibiliser
sensibilises;sensibiliser
sensibilise;sensibiliser
sensibilisons;sensibiliser
sensibilisez;sensibiliser
sensibilisent;sensibiliser
sens;sentir
sens;sentir
sent;sentir
sentons;sentir
sentez;sentir
sentent;sentir
sens;sentir
sens;sentir
sent;sentir
sentons;sentir
sentez;sentir
sentent;sentir
serre;serrer
serres;serrer
serre;serrer
serrons;serrer
serrez;serrer
serrent;serrer
serre;serrer
serres;serrer
serre;serrer
serrons;serrer
serrez;serrer
serrent;serrer
serre;serrer
serres;serrer
serre;serrer
serrons;serrer
serrez;serrer
serrent;serrer
serre;serrer
serres;serrer
serre;serrer
serrons;serrer
serrez;serrer
serrent;serrer
serre;serrer
serres;serrer
serre;serrer
serrons;serrer
serrez;serrer
serrent;serrer
sers;servir
sers;servir
sert;servir
servons;servir
servez;servir
servent;servir
shampouine;shampouiner
shampouines;shampouiner
shampouine;shampouiner
shampouinons;shampouiner
shampouinez;shampouiner
shampouinent;shampouiner
shoote;shooter
shootes;shooter
shoote;shooter
shootons;shooter
shootez;shooter
shootent;shooter
siffle;siffler
siffles;siffler
siffle;siffler
sifflons;siffler
sifflez;siffler
sifflent;siffler
signale;signaler
signales;signaler
signale;signaler
signalons;signaler
signalez;signaler
signalent;signaler
signalise;signaliser
signalises;signaliser
signalise;signaliser
signalisons;signaliser
signalisez;signaliser
signalisent;signaliser
signe;signer
signes;signer
signe;signer
signons;signer
signez;signer
signent;signer
sirote;siroter
sirotes;siroter
sirote;siroter
sirotons;siroter
sirotez;siroter
sirotent;siroter
skie;skier
skies;skier
skie;skier
skions;skier
skiez;skier
skient;skier
soigne;soigner
soignes;soigner
soigne;soigner
soignons;soigner
soignez;soigner
soignent;soigner
solutionne;solutionner
solutionnes;solutionner
solutionne;solutionner
solutionnons;solutionner
solutionnez;solutionner
solutionnent;solutionner
sonne;sonner
sonnes;sonner
sonne;sonner
sonnons;sonner
sonnez;sonner
sonnent;sonner
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
sors;sortir
sors;sortir
sort;sortir
sortons;sortir
sortez;sortir
sortent;sortir
soude;souder
soudes;souder
soude;souder
soudons;souder
soudez;souder
soudent;souder
souffle;souffler
souffles;souffler
souffle;souffler
soufflons;souffler
soufflez;souffler
soufflent;souffler
souffre;souffrir
souffres;souffrir
souffre;souffrir
souffrons;souffrir
souffrez;souffrir
souffrent;souffrir
souhaite;souhaiter
souhaites;souhaiter
souhaite;souhaiter
souhaitons;souhaiter
souhaitez;souhaiter
souhaitent;souhaiter
soulage;soulager
soulages;soulager
soulage;soulager
soulageons;soulager
soulagez;soulager
soulagent;soulager
soulève;soulever
soulèves;soulever
soulève;soulever
soulevons;soulever
soulevez;soulever
soulèvent;soulever
souligne;souligner
soulignes;souligner
souligne;souligner
soulignons;souligner
soulignez;souligner
soulignent;souligner
soupe;souper
soupes;souper
soupe;souper
soupons;souper
soupez;souper
soupent;souper
soutiens;soutenir
soutiens;soutenir
soutient;soutenir
soutenons;soutenir
soutenez;soutenir
soutiennent;soutenir
stationne;stationner
stationnes;stationner
stationne;stationner
stationnons;stationner
stationnez;stationner
stationnent;stationner
stocke;stocker
stockes;stocker
stocke;stocker
stockons;stocker
stockez;stocker
stockent;stocker
stoppe;stopper
stoppes;stopper
stoppe;stopper
stoppons;stopper
stoppez;stopper
stoppent;stopper
submerge;submerger
submerges;submerger
submerge;submerger
submergeons;submerger
submergez;submerger
submergent;submerger
suce;sucer
suces;sucer
suce;sucer
suçons;sucer
sucez;sucer
sucent;sucer
sucre;sucrer
sucres;sucrer
sucre;sucrer
sucrons;sucrer
sucrez;sucrer
sucrent;sucrer
sue;suer
sues;suer
sue;suer
suons;suer
suez;suer
suent;suer
suggère;suggérer
suggères;suggérer
suggère;suggérer
suggérons;suggérer
suggérez;suggérer
suggèrent;suggérer
suinte;suinter
suintes;suinter
suinte;suinter
suintons;suinter
suintez;suinter
suintent;suinter
suis;suivre
suis;suivre
suit;suivre
suivons;suivre
suivez;suivre
suivent;suivre
suis;suivre
suis;suivre
suit;suivre
suivons;suivre
suivez;suivre
suivent;suivre
suis;suivre
suis;suivre
suit;suivre
suivons;suivre
suivez;suivre
suivent;suivre
superpose;superposer
superposes;superposer
superpose;superposer
superposons;superposer
superposez;superposer
superposent;superposer
surfe;surfer
surfes;surfer
surfe;surfer
surfons;surfer
surfez;surfer
surfent;surfer
surgèle;surgeler
surgèles;surgeler
surgèle;surgeler
surgelons;surgeler
surgelez;surgeler
surgèlent;surgeler
surprends;surprendre
surprends;surprendre
surprend;surprendre
surprenons;surprendre
surprenez;surprendre
surprennent;surprendre
surveille;surveiller
surveilles;surveiller
surveille;surveiller
surveillons;surveiller
surveillez;surveiller
surveillent;surveiller
suspends;suspendre
suspends;suspendre
suspend;suspendre
suspendons;suspendre
suspendez;suspendre
suspendent;suspendre
suspends;suspendre
suspends;suspendre
suspend;suspendre
suspendons;suspendre
suspendez;suspendre
suspendent;suspendre
suspends;suspendre
suspends;suspendre
suspend;suspendre
suspendons;suspendre
suspendez;suspendre
suspendent;suspendre
suspends;suspendre
suspends;suspendre
suspend;suspendre
suspendons;suspendre
suspendez;suspendre
suspendent;suspendre
sympathise;sympathiser
sympathises;sympathiser
sympathise;sympathiser
sympathisons;sympathiser
sympathisez;sympathiser
sympathisent;sympathiser
sèche;sécher
sèches;sécher
sèche;sécher
séchons;sécher
séchez;sécher
sèchent;sécher
secrète;sécréter
secrètes;sécréter
secrète;sécréter
secrétons;sécréter
secrétez;sécréter
secrètent;sécréter
sélectionne;sélectionner
sélectionnes;sélectionner
sélectionne;sélectionner
sélectionnons;sélectionner
sélectionnez;sélectionner
sélectionnent;sélectionner
sépare;séparer
sépares;séparer
sépare;séparer
séparons;séparer
séparez;séparer
séparent;séparer
m'assois;s’asseoir
t'assois;s’asseoir
s'assoit;s’asseoir
nous assoyons;s’asseoir
vous assoyez;s’asseoir
s'assoient;s’asseoir
m'échauffe;s’échauffer
t'échauffes;s’échauffer
s'échauffe;s’échauffer
nous échauffons;s’échauffer
vous échauffez;s’échauffer
s'échauffent;s’échauffer
tache;tacher
taches;tacher
tache;tacher
tachons;tacher
tachez;tacher
tachent;tacher
taille;tailler
tailles;tailler
taille;tailler
taillons;tailler
taillez;tailler
taillent;tailler
tais;taire
tais;taire
tait;taire
taisons;taire
taisez;taire
taisent;taire
tamponne;tamponner
tamponnes;tamponner
tamponne;tamponner
tamponnons;tamponner
tamponnez;tamponner
tamponnent;tamponner
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tape;taper
tapes;taper
tape;taper
tapons;taper
tapez;taper
tapent;taper
tartine;tartiner
tartines;tartiner
tartine;tartiner
tartinons;tartiner
tartinez;tartiner
tartinent;tartiner
tatoue;tatouer
tatoues;tatouer
tatoue;tatouer
tatouons;tatouer
tatouez;tatouer
tatouent;tatouer
teins;teindre
teins;teindre
teint;teindre
teignons;teindre
teignez;teindre
teignent;teindre
tiens;tenir
